userWallet,total_borrowed_usd,total_repaid_usd,net_debt_usd
0x0000000002032370b971dabd36d72f3e5a7bf1ee,0.0,0.0,0.0
0x000000000a38444e0a6e37d3b630d7e855a7cb13,0.0,0.0,0.0
0x000000003ce0cf2c037493b1dc087204bd7f713e,0.0,0.0,0.0
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,0.0,0.0,0.0
0x00000029ff545c86524ade7caf132527707948c4,0.0,0.0,0.0
0x00000087c4cebffb95746d1935de7fbcab092f40,0.0,0.0,0.0
0x000000e28faa823d5b53ff6c2922c28335840375,0.0,0.0,0.0
0x000006eee6e39015cb523aebdd4d0b1855aba682,0.0,0.0,0.0
0x00002b503a75998c97508916a74fdb41934fa030,0.0,0.0,0.0
0x0000ce08fa224696a819877070bf378e8b131acf,0.0,0.0,0.0
0x00010a708585ba4812a1c5976182626c75cb7a6b,0.0,0.0,0.0
0x0003816b25fd3d6c112eb65c089760fa3f791947,0.0,0.0,0.0
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,0.0,0.0,0.0
0x0003f46779806fe779e7f30eec95dbdb4d45840b,0.0,0.0,0.0
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,0.0,0.0,0.0
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,0.0,0.0,0.0
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,0.0,0.0,0.0
0x0005696d4be2359526c497fe4a4c0620b41f2426,0.0,0.0,0.0
0x000a27ba176083e4b50177378cbe7469a00dd557,0.0,0.0,0.0
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,0.0,0.0,0.0
0x000ab43e658935ba39504a1424b01756c1e9644c,0.0,0.0,0.0
0x000c8e2871750f458bf1de8ab528dda09bc95db6,0.0,0.0,0.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,0.0,0.0,0.0
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,0.0,0.0,0.0
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,0.0,0.0,0.0
0x000e840a3122ec28d0c29321db172375cb049762,0.0,0.0,0.0
0x000e9bd1d42999446d60ff60f1fb3afb13604202,0.0,0.0,0.0
0x000f4432a40560bbff1b581a8b7aded8dab80026,0.0,0.0,0.0
0x000f7f22bfc28d940d4b68e13213ab17cf107790,0.0,0.0,0.0
0x000f908720f9ce164d90f4fc89459fab4442907f,0.0,0.0,0.0
0x000fbfec300959d0f2f327728a889c1f5de8e2df,0.0,0.0,0.0
0x0011730224657eb527cf736039854c3a3f140e63,0.0,0.0,0.0
0x00120ea6fdbaf057eadc1bd149f957488444e92c,0.0,0.0,0.0
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,0.0,0.0,0.0
0x0014dfac19477a83d7354e6eaac28642c1959398,0.0,0.0,0.0
0x001589fe1923c2118f34e4277f2ef650fcbf0161,0.0,0.0,0.0
0x00159370cbe576b765a7fb2e78582e0cb563d445,0.0,0.0,0.0
0x0016469a65facda9e86fd0ae0e9661128843c224,0.0,0.0,0.0
0x00183135585d70a523d61b2e43037a7138b36906,0.0,0.0,0.0
0x00184e8aa1e95f491f2d9601e12b540092160ded,0.0,0.0,0.0
0x0018d044b946ede86b43bb3b964a45772a5abeb9,0.0,0.0,0.0
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0.0,0.0,0.0
0x001b024b98ee862aa01eea595c4c16a0213d2611,0.0,0.0,0.0
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,0.0,0.0,0.0
0x001bc97d92e1a30b02d4e75be25f06063555d556,0.0,0.0,0.0
0x00246f7813397868b1beec56e1677efa47816dae,0.0,0.0,0.0
0x00261d225db379b3fc74cd0228d6f90582d39035,0.0,0.0,0.0
0x00262ffcfda82b5582d1905ca05b849f196b0419,0.0,0.0,0.0
0x002775390698ef16589bb22bba37ae7906ae2f36,0.0,0.0,0.0
0x0027f7335d610f15b325baa5798414548720fcaa,0.0,0.0,0.0
0x002aea16059a7d4bef638a03b61a9e80ef07e745,0.0,0.0,0.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,0.0,0.0,0.0
0x002d2715b179d0db3e17cc28317a98f2f65e6884,0.0,0.0,0.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,0.0,0.0,0.0
0x002de04d579930686698abab5f48bda0b24fb9fc,0.0,0.0,0.0
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,0.0,0.0,0.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,0.0,0.0,0.0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,0.0,0.0,0.0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,0.0,0.0,0.0
0x0030ee334630838ea4dee0b4b6ecbc973529031f,0.0,0.0,0.0
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,0.0,0.0,0.0
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,0.0,0.0,0.0
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,0.0,0.0,0.0
0x0036534c48a754163f0f446601f36bcfda840f57,0.0,0.0,0.0
0x00368bb9dba2ee83f3553feae59710b9c3743e09,0.0,0.0,0.0
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,0.0,0.0,0.0
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,0.0,0.0,0.0
0x0037daf6fb154db55110ced85cb4ba9e1204ca17,0.0,0.0,0.0
0x00389de87cae34a6f89e13cc8225c4984add8b37,0.0,0.0,0.0
0x0039e71541bdc798d062346bce94230bf519bb72,0.0,0.0,0.0
0x003a85c562730b196f7cba202a2515f2ff855736,0.0,0.0,0.0
0x003a969ef82e876824b4131a1bbafbdb46a2ca90,0.0,0.0,0.0
0x003ae6c26a2655eb54c1e53b03a266d97f3512e6,0.0,0.0,0.0
0x003be39433bde975b12411fbc3025d49d813a84f,0.0,0.0,0.0
0x003e41b4f19f27ab2a07c19abe2d99ecb492ce62,0.0,0.0,0.0
0x003e9a119439ef34de3237034cee95675b01d5d4,0.0,0.0,0.0
0x003edfecb016131dbd485c72f3b6f2e98a1429d9,0.0,0.0,0.0
0x00402e826833fbeb6f67072f3df3c8554a0b10e6,0.0,0.0,0.0
0x00405f7b768a9a6b81e8060a17f0550501acf6be,0.0,0.0,0.0
0x0041dac13d9365b4d695fb612950dc71884f8db1,0.0,0.0,0.0
0x004403abb2246c48ac770e30e7b36e3b16e152a1,0.0,0.0,0.0
0x0044803a27c6c45babd3fb7affb80b3f913579d7,0.0,0.0,0.0
0x0044f0ab1281b2bc850bfa39123dec1e8e09001d,0.0,0.0,0.0
0x00452d3fd0e6bd68943b30af56a8df4eb7685387,0.0,0.0,0.0
0x0048e6fd005224e7e9f00058c630307f0710a84b,0.0,0.0,0.0
0x0049436d8c3da52d604cdc390e45026b2662d7f7,0.0,0.0,0.0
0x00495585ecf70ad7dd71797c2a22951ed92b9a24,0.0,0.0,0.0
0x0049d23daaafeaac69e336ffe9dcb9ca14dac781,0.0,0.0,0.0
0x004afb002e3fb33c833fc16b6b63103bbf97312d,0.0,0.0,0.0
0x004bac9f45af6848ffbdf0dec8f47023ccd7a138,0.0,0.0,0.0
0x004ce54398cc569a622bf5a99ae857306243c8ec,0.0,0.0,0.0
0x004d71c111862702272e6beccdaafb07c9b96c37,0.0,0.0,0.0
0x00515e4f8a5c52a526f48c3ea07238143e2c04fc,0.0,0.0,0.0
0x0051e6e6cde6392c01b4cf6b97d9f5c50ec9817c,0.0,0.0,0.0
0x0051ed91501bdefede70975ec9459a0dd3c5657b,0.0,0.0,0.0
0x00526e91ec022d8596bda04092071c1da6b5322e,0.0,0.0,0.0
0x0052c9f2cc95f743412d6daaf3c93bcd1793479d,0.0,0.0,0.0
0x0053b5daa6d4c2e3d16f2b9c10dc04e92b14a818,0.0,0.0,0.0
0x00548bf85d26850ad7ad55ca90ba02572349f648,0.0,0.0,0.0
0x00561a0d394a2cad87c811615f72b61cb0ed3faa,0.0,0.0,0.0
0x005661a7a441451fafdccd579905a7dbc79fd538,0.0,0.0,0.0
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,0.0,0.0,0.0
0x005711ac01b67981d6b627c09470cce29dbd3353,0.0,0.0,0.0
0x0057bd83a142da84b6404616c683e21e7dd6fa5f,0.0,0.0,0.0
0x0057dbd2cb881113aa7b55e4ce62af8234519e01,0.0,0.0,0.0
0x005a945c426fe1f2eb3c4b04585a2427f7a032a8,0.0,0.0,0.0
0x005ab5979532d34dc60a4582597464df0b5a7c87,0.0,0.0,0.0
0x005ae07a1782019253917d76334a0579ac3a9b64,0.0,0.0,0.0
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,0.0,0.0,0.0
0x005b35993837ffbc6ebfa08d2e4ac40fdb0a63d1,0.0,0.0,0.0
0x005b8864b832d250e97996febb2b6a10b4562fd1,0.0,0.0,0.0
0x005bf9036a459545ec86252db2a37667a5823b94,0.0,0.0,0.0
0x005c7aa4001747cd4bf25c777318a13191a182ac,0.0,0.0,0.0
0x005ce3720edd52ef800ed68bfe29114a7d86e623,0.0,0.0,0.0
0x005d9ffbbd210f6b04d7f0880f5c49130d38ff0d,0.0,0.0,0.0
0x005e5cac6eb7637edf689403e01b86bda451ef61,0.0,0.0,0.0
0x005f16f017aa933bb41965b52848ceb8ee48b171,0.0,0.0,0.0
0x005f4ed154aec7b147190c97d3f2535fc8360b12,0.0,0.0,0.0
0x005fe34dfd8c3b7994d608a374cedcc44b73e0bd,0.0,0.0,0.0
0x00626b79d2972dfd10463e1871f8edcf8aae5bb3,0.0,0.0,0.0
0x0062cb1c249a8579e155794dc86960e4f88af402,0.0,0.0,0.0
0x0063d9477fd76b7c9732917b3b884d918607a804,0.0,0.0,0.0
0x00645dd21310882cc32399abcb54e0a05b3b5d1d,0.0,0.0,0.0
0x0064f7e15fdf96a5225d4cc07b38eef45c8bdc46,0.0,0.0,0.0
0x006501f106d155981aac18b4d31a6e14d1e55fae,0.0,0.0,0.0
0x006551b8f041761e2e47bb4792b21e67786b3452,0.0,0.0,0.0
0x00668293095ef3ba3a62d566e2ac83fb81aec94f,0.0,0.0,0.0
0x00677d8b6fda25b199539633a8cd07074c855cb7,0.0,0.0,0.0
0x00694ba9219891081e07b31ebaf19abfd97e1acb,0.0,0.0,0.0
0x006acbf79f7c4580fa01ffa48085d832592f1b63,0.0,0.0,0.0
0x006d0cf97d1aef07271dcce6d0bd60e8d98966ec,0.0,0.0,0.0
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,0.0,0.0,0.0
0x006d1df30df75bfa607f41b3a4d67d4be51fe910,0.0,0.0,0.0
0x006f26845ed58e4503a0dd61c69708e3cc028cc5,0.0,0.0,0.0
0x006f74448baead5563915255c8fbc12fd7f6a5df,0.0,0.0,0.0
0x007078c8001b515b14000cc78306072a5dfd55b3,0.0,0.0,0.0
0x00707aa2eeff1ddb8b22bd1539f92818c9cb8a85,0.0,0.0,0.0
0x0070bc9033adf1e49517f98304f41f778d370208,0.0,0.0,0.0
0x0072b1fa7a78e6e2df568563fb551ad2fb8c01bc,0.0,0.0,0.0
0x0072b9af9a7dc5a42091f01d3d22bcf298d398fd,0.0,0.0,0.0
0x0073245e2bf4f38400634d4ba7527bbd34bfc6ba,0.0,0.0,0.0
0x0073943c869d55da3b7c8ab40ee3c2a68b65fb33,0.0,0.0,0.0
0x0076b2f8ead986bb6de67735313891c0876f4388,0.0,0.0,0.0
0x0076fcc7d245f6c7aaf07238adfb48adc62bdd55,0.0,0.0,0.0
0x00778698bbc902543b596af6e7c0aa13b614162d,0.0,0.0,0.0
0x007849ce924f0a3ed1baccbff2742a3d1cdc7ac0,0.0,0.0,0.0
0x0078c86e12186e2de1ff6fef5f1ada2bffde4ea5,0.0,0.0,0.0
0x0078dc11a5b751eb0e94d6c97cae29acf6e8579d,0.0,0.0,0.0
0x00795ff7870798a332a99c3969406286259dce8f,0.0,0.0,0.0
0x0079e0ce802e67adba53ac0e7927f45f6304ae6f,0.0,0.0,0.0
0x007c4bb067d9b6afeb4c13415477d396123c4aa3,0.0,0.0,0.0
0x007d42732fee6a2a8de421a06dcc02daf93e2b2f,0.0,0.0,0.0
0x007dc697bbc1bdfb0988db00ebb3d17d52fdda3d,0.0,0.0,0.0
0x007de57773b6eb4ebbf6a740dfde1efdd5629630,0.0,0.0,0.0
0x007e4e679e14f17d62607418f546e2d97d9e5a61,0.0,0.0,0.0
0x007e8e7ccdfc45f0a6319a3aa938203126f1d646,0.0,0.0,0.0
0x007f3da6715efd4b6994b7348b644b64b695d3b1,0.0,0.0,0.0
0x007f4172d3dcd318d7bd0eec9325ad5e4c2bcc8d,0.0,0.0,0.0
0x00800d9019001aff6e1eba3312e35e9b22d3f058,0.0,0.0,0.0
0x0080a01a45d5e023435dc82970ec2681a5ae050e,0.0,0.0,0.0
0x0080bdce06d56ce3911ad7f73e4c3bbd577e267b,0.0,0.0,0.0
0x008183a11eacc113e85007bd14bfbd6da3f687f9,0.0,0.0,0.0
0x0081b2ec2af3f22528d6581e6554aaba5141e985,0.0,0.0,0.0
0x0082a12e195b8f31660830132e72716225382075,0.0,0.0,0.0
0x008426fc298852d92a4a2b3607aa384a51c4b65a,0.0,0.0,0.0
0x008450344d3518a45a2d4fd0425eea6a5c08033d,0.0,0.0,0.0
0x00861fefcfef0a542b0a6c90ce1ee575e257a6c7,0.0,0.0,0.0
0x0086bf55d1e7225d1faf4f17ccd48983b0146cc6,0.0,0.0,0.0
0x0088b7a2ee442d30dc18b5fe9e3227af18120b02,0.0,0.0,0.0
0x008a34511b9808c41237d7568e409141ab10796b,0.0,0.0,0.0
0x008ae504ac6c0c89d32009c02b3a92e57fec188b,0.0,0.0,0.0
0x008af94ec70860b667caec3a2e2de07597db90c6,0.0,0.0,0.0
0x008b1ffe244bf31896c833bff4ad9009e7a0f4eb,0.0,0.0,0.0
0x008b61e1a118db01bc5e253da985c5f11fe04b4b,0.0,0.0,0.0
0x008bddb9cca2d92deee55a50d0f358eaf4b7f076,0.0,0.0,0.0
0x008d399b5936b8fc3d6ce86ad53ac001217e3978,0.0,0.0,0.0
0x008f1edc31890f9c66d4b9cf24c78dd651502274,0.0,0.0,0.0
0x008f96aab23e71c98398e6c5dabf2ee2ded9f15d,0.0,0.0,0.0
0x0090ca7a7e7923d6b67319c268f3eef1b5bd5d3c,0.0,0.0,0.0
0x00916ef0f7c59f94a28ec2a332b95d4c089a8d48,0.0,0.0,0.0
0x00917065867c9cb16d75abfbfa76aa69bd92ab75,0.0,0.0,0.0
0x0092a80c90069d5a243caa28fff0eddd5c03696d,0.0,0.0,0.0
0x0092f6fe26d0c54f9e60326e8d93cf6770cdf494,0.0,0.0,0.0
0x009330f669003eada06b676b6e5cb77415471e7e,0.0,0.0,0.0
0x0093660a2f58c0c38ce2ce0f894c86f9011478ea,0.0,0.0,0.0
0x0094cb1657ee9da34b93845aa142eaa59169ee05,0.0,0.0,0.0
0x0094ccf467b9b767df3203796250014a7174a87d,0.0,0.0,0.0
0x0095afc96094160cea6a5e00b5858369f25f3d74,0.0,0.0,0.0
0x0097f65bdc45149e5ffac00e4c51a5b073af7245,0.0,0.0,0.0
0x00983187e18f62a2ac1dcebd63f2e5f50394cc74,0.0,0.0,0.0
0x00988fe82c5550c2240c9874d55cbd100cd1a722,0.0,0.0,0.0
0x0098bc1587f679bd2e678bbf64ccfea4a0d3b899,0.0,0.0,0.0
0x009990e99b12f7ebcc594fb721fe56e4f88ac27e,0.0,0.0,0.0
0x0099a7b429f7541cbda34d6aa8cd82181fbb8bb5,0.0,0.0,0.0
0x009b21f6f8273fe12dbc9c8025ca27db7de16b8c,0.0,0.0,0.0
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,0.0,0.0,0.0
0x009c52172355d5729543a64832249638822ff8c9,0.0,0.0,0.0
0x009c8da3408c57e8c4b6872fbbdf832dadf45c5e,0.0,0.0,0.0
0x009d3342ac1246d0e95a7f6772e11ce9f07b2560,0.0,0.0,0.0
0x009e8675b19be214d3f620e90c5e0de7a13c3c5a,0.0,0.0,0.0
0x009ff94a057c75f661e3e28f89b9b9d84e57fc67,0.0,0.0,0.0
0x00a0847926a77692495774f1c71ba8abef99dd52,0.0,0.0,0.0
0x00a09297f06b3790a37cffb2de91a0fccf0d5bac,0.0,0.0,0.0
0x00a3141fe0c2f5b67338cf9da496d1b3a65969e3,0.0,0.0,0.0
0x00a3d4e0134ff2046e9c9b83d3321625ba3da1bd,0.0,0.0,0.0
0x00a67dc242df79dd7f6145ce38840581ae90c110,0.0,0.0,0.0
0x00a72d7b5050e8fa50a471f2c9af1dc21eac4d36,0.0,0.0,0.0
0x00a73c4e596bec4c4068a9152da71e45480b5450,0.0,0.0,0.0
0x00a8bec03805bcfaafab1050dbcf90f57982d750,0.0,0.0,0.0
0x00a9481685d2cb1536bbe5188a898b38d36e34d8,0.0,0.0,0.0
0x00aab1b1a554f59b96a0de510837ba951ba375e0,0.0,0.0,0.0
0x00aac20f271c4731591cca07913e994d6f1075c0,0.0,0.0,0.0
0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,0.0,0.0,0.0
0x00ac60244df04dfc07146f037d14f93320af57c9,0.0,0.0,0.0
0x00ad3d4cc099be937879451698c673cbd5c3cefc,0.0,0.0,0.0
0x00af05a74080485086d370d9c65d246f0f906528,0.0,0.0,0.0
0x00af158367a6fcdb1a367f6d503e05799f340881,0.0,0.0,0.0
0x00b43a92d45ccdfeef6ea98d56f775586fe9e39e,0.0,0.0,0.0
0x00b44f149ddb22209db070da0bca4bb01a6e555c,0.0,0.0,0.0
0x00b49bd7e1a75f98a82ca101909994e52a90e990,0.0,0.0,0.0
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,0.0,0.0,0.0
0x00b5ebd8c8561a28c1834fe08d7e607b73271328,0.0,0.0,0.0
0x00b65668a962ee571a8f223abd696ab1bd3a391f,0.0,0.0,0.0
0x00b7af5a4aaafd2ae2721ac415de840dd84efc5a,0.0,0.0,0.0
0x00b8bfc0b407187392aa9fe56eaa7c17b5ebec48,0.0,0.0,0.0
0x00b8e23fe7ddea6791131decc5117023dc03cfb0,0.0,0.0,0.0
0x00ba8ccbf0c1ce62834d72706fe3236387f5da35,0.0,0.0,0.0
0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,0.0,0.0,0.0
0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,0.0,0.0,0.0
0x00bbfa640a4bac8f3650373be8f4bd77f0472101,0.0,0.0,0.0
0x00bc82902a4fbfa08fc5da418f642209f7b10c0f,0.0,0.0,0.0
0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,0.0,0.0,0.0
0x00bf2f290d3aef716cd8127acc153c273c23c538,0.0,0.0,0.0
0x00bf6ec0064e1a733a0fcc6df071b2cf514ff0e8,0.0,0.0,0.0
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,0.0,0.0,0.0
0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,0.0,0.0,0.0
0x00c33f577e35165e07dd9a43b2baf124163bac0a,0.0,0.0,0.0
0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,0.0,0.0,0.0
0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,0.0,0.0,0.0
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,0.0,0.0,0.0
0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,0.0,0.0,0.0
0x00c67d9d6d3d13b42a87424e145826c467cccd84,0.0,0.0,0.0
0x00c6bf08de7e3c560357b0b4e27da2fa6f8519eb,0.0,0.0,0.0
0x00c844967b2ab4c5ac26f44dcbffa7c06897e18e,0.0,0.0,0.0
0x00c98bc1a9458f9fb28887da8172e90df88da379,0.0,0.0,0.0
0x00c9acc867f576baf35e96521d139115b316a48d,0.0,0.0,0.0
0x00cc1cf9b3c95b432a90878bc2c2dbb7a3daaccb,0.0,0.0,0.0
0x00cc4cae4ce9cbd5c87f877b1c81acb8cc8bf223,0.0,0.0,0.0
0x00ce22866efe39c055ff21bda32b179a7683ab5f,0.0,0.0,0.0
0x00ce56c1f4780f46309b52054454a9ec913dd31e,0.0,0.0,0.0
0x00cfbd5d2e36dd8182318a074cb1f399b608bfec,0.0,0.0,0.0
0x00d2432e6af76a8150a7609d7ff11dbe44de8e14,0.0,0.0,0.0
0x00d29fbc981d05edba69bc0909e391a132271357,0.0,0.0,0.0
0x00d353a1b6e1a3b3a23e849c5d51772bb7fdaece,0.0,0.0,0.0
0x00d3addc7cb1637c73359d41949a1a369d7f092a,0.0,0.0,0.0
0x00d3ecff51b5e5b957c33c5656486ebfd60e58a7,0.0,0.0,0.0
0x00d5201c4def4d1a199c63e07eac53f43252a0ea,0.0,0.0,0.0
0x00d5615d3446b1719e6ee0684218891bc5a2100c,0.0,0.0,0.0
0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc,0.0,0.0,0.0
0x00d831f24309b3271297f19b8e9be846c8c531c4,0.0,0.0,0.0
0x00d8dc2f6648dfc0472a673d85f4bc022d5cd17a,0.0,0.0,0.0
0x00d94da07ea932ed8426e8dfd06615bda49b8022,0.0,0.0,0.0
0x00d9acf1d63eae19a1b0e416be85dd7754298ffc,0.0,0.0,0.0
0x00d9d164c3cdc126d33d541fe6e0cd55f4d4ed63,0.0,0.0,0.0
0x00da65b9d6ea469301021381f9b16cf3e80fa8b1,0.0,0.0,0.0
0x00da9446b29e3d2424b9db0c7e701ad33fdfedf4,0.0,0.0,0.0
0x00db170287aaa8a93b08cda808af76d11a5f0fff,0.0,0.0,0.0
0x00dc7f0ff419ed1634728a77146c6754541d2b82,0.0,0.0,0.0
0x00dcb0f4d625ca40a0f0cd2f45bbdbd343198793,0.0,0.0,0.0
0x00dd72466c9bc28c9765b406ea147c1e15dbc7ab,0.0,0.0,0.0
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,0.0,0.0,0.0
0x00df99e12315cac90f49527b07d753b7fe9faccd,0.0,0.0,0.0
0x00dfae7aeadc69fce49cf389d2bee4aae67aa656,0.0,0.0,0.0
0x00e1ac868592c1fd51ed72abca14930075ed892f,0.0,0.0,0.0
0x00e22b85d329650e35a9d664b7c408a57820f13f,0.0,0.0,0.0
0x00e2362abcebe7833138bd460000ba5d4f6ee1e6,0.0,0.0,0.0
0x00e294652292776e4d59f416ef35a73cae0e01dc,0.0,0.0,0.0
0x00e3088ddbd715f119651a58964ce1714b590f34,0.0,0.0,0.0
0x00e421ba23dbe6a165255be382f46fcb927f8951,0.0,0.0,0.0
0x00e4f6071dcfc268ed4487e2a004d01e3666107e,0.0,0.0,0.0
0x00e650676a38478b3eee9e3eb741a6075b2c95c1,0.0,0.0,0.0
0x00e678b0cdae186eb3c4b08cfe3d1a698882c0af,0.0,0.0,0.0
0x00e6f8d8fb80b0c302a6bd849b79982dc9945b15,0.0,0.0,0.0
0x00e7092c338d69f7ae230081d862d347ef9dcf1e,0.0,0.0,0.0
0x00e839bc0c9a130afe30974914c4b0100756cff4,0.0,0.0,0.0
0x00e979f43658ae9cfb838b07d4b3bc70f12b93cb,0.0,0.0,0.0
0x00eadb769d931de24bb9252c3cc3a6f8de3f86cb,0.0,0.0,0.0
0x00eddd42021ba97a37097ad4286b893b206e12bc,0.0,0.0,0.0
0x00ee45c909dee53b4cf6af3a5fc3739cd2f9f2a3,0.0,0.0,0.0
0x00ee80c322d6e956d2629a73223605bbda946f2d,0.0,0.0,0.0
0x00ef17fb802141f4a12026c4492bafc43d8ab85e,0.0,0.0,0.0
0x00f00fa5ba62e19615bbf759b7155de7ba96f27b,0.0,0.0,0.0
0x00f14df956a8e0b34e0c5bddb6e39dec48ec7baa,0.0,0.0,0.0
0x00f4765d1e007cefc091d84c2bcd1c16ddcc2c87,0.0,0.0,0.0
0x00f4fa7ac6f012e7e65d325022ba1397a83ca694,0.0,0.0,0.0
0x00f5481262d4845b292ba0c41752de258b3bbeec,0.0,0.0,0.0
0x00f57a995e566fa107d36ca5443629c7bee31213,0.0,0.0,0.0
0x00f656a2953a15ddf8d9d9726b67dd4e61f238b9,0.0,0.0,0.0
0x00f777857b95c1d0fe7564ae343d1a00c80b38f1,0.0,0.0,0.0
0x00f83f560dea6e8317900beabc89be027da154f8,0.0,0.0,0.0
0x00f8a06340b52aee151b871a915c06af3c053470,0.0,0.0,0.0
0x00f8dcbf7f64e30efff649bd9f137af0eb80e4da,0.0,0.0,0.0
0x00f9126faecd227f6cd0ccba36865c9a7c55ff24,0.0,0.0,0.0
0x00fc6300b77a8ea902d576eafaa9ba40daa7c415,0.0,0.0,0.0
0x00fea8ef6f337ce6aa8b5bb7086ace94dd0434a7,0.0,0.0,0.0
0x00ff162742cd72f0a726cf90138a832ab5f0d48e,0.0,0.0,0.0
0x00ffb2daca4977f6edb65b21c21184eee6a5a72a,0.0,0.0,0.0
0x0102b4bf6272eae55dffc8008ba81ac2bab58ca0,0.0,0.0,0.0
0x0104b9e629be9b419a5f0b4974de5e8f2bb06399,0.0,0.0,0.0
0x0105c26c5d013bb32223dbb2a4bbd98e9b0c320a,0.0,0.0,0.0
0x0107aacde8714bd13357fc856d6b93b3f8b543e9,0.0,0.0,0.0
0x0107e33b5776e3052fdd624d6246df4f1d8ecddd,0.0,0.0,0.0
0x01080306fab7721ae1dbff1909df46b92a2c0b8c,0.0,0.0,0.0
0x0108678baac8accdcbff80294564f74725330907,0.0,0.0,0.0
0x01087080dca984b607e1ebf263330431f979e528,0.0,0.0,0.0
0x010b19435d2bcae650c41af62440e2de08444026,0.0,0.0,0.0
0x010d23b534006f4e4f174a7530d7d9e3c131732a,0.0,0.0,0.0
0x010da4bb5ed14c387bc92de075b58e2d0cee23b1,0.0,0.0,0.0
0x010e3a3a9aaf3d8ee76b26d154f8c16c970f477e,0.0,0.0,0.0
0x010e92ac8b581c760a4f3c877a4558e8cc278c70,0.0,0.0,0.0
0x010eefc75fce6c266573960812b987fa22b6c64e,0.0,0.0,0.0
0x010f6b049a5e8e963060b283486795630e5d83e2,0.0,0.0,0.0
0x010f995c1f0784b39865fb0dbeaf98311f3cc52c,0.0,0.0,0.0
0x01102f208a263a1b3844a1bfac5444cbfe7d052f,0.0,0.0,0.0
